near_miss_id,site_id,report_date,hazard_category,shift,location_on_site,potential_severity,corrective_action_taken,description
1007,13,2025-04-21,Mobile equipment,Day,Open pit,Medium,True,A doloremque inventore voluptatum atque a quisquam nostrum laborum repudiandae repellendus facilis animi nihil quod id eligendi.
1008,13,2025-07-01,Mobile equipment,Day,Processing plant,Medium,False,Numquam modi enim pariatur soluta perspiciatis in iure eligendi temporibus corrupti non.
1009,13,2025-11-09,Ground fall,Afternoon,Underground,Low,True,Facere nostrum fuga doloribus magnam consectetur ipsa quasi quis accusantium totam dolore natus praesentium voluptatibus nesciunt aspernatur.
1010,13,2025-08-20,Explosives,Afternoon,Haul road,Low,False,Dolore quo nemo quos voluptates reiciendis voluptates dolorem aspernatur magni eius.
1011,13,2026-03-03,Mobile equipment,Night,Open pit,Low,False,Officiis ipsum impedit est ducimus aperiam dolore dignissimos provident corrupti.
1012,14,2023-10-07,Electrical,Day,Open pit,High,False,Saepe tempora expedita adipisci minus at facere a architecto magni delectus accusantium saepe.
1013,14,2024-11-15,Manual handling,Day,Camp,High,True,Ab iure temporibus molestias in explicabo illo quisquam itaque illum perferendis nemo culpa atque.
1014,14,2026-02-10,Mobile equipment,Day,Open pit,Medium,True,Eaque corporis earum praesentium omnis aliquam asperiores autem quas qui optio harum corrupti et error.
1015,14,2024-07-24,Mobile equipment,Night,Haul road,Low,False,Unde neque ullam sint saepe ducimus illo enim assumenda magnam laudantium unde odit nesciunt magni unde adipisci quibusdam.
1016,14,2025-06-19,Fall from height,Night,Camp,Low,False,Inventore a voluptatibus ducimus nobis beatae facere praesentium fuga molestias esse veritatis illo sit.
1017,14,2026-02-14,Ground fall,Afternoon,Underground,Low,False,Deserunt maxime molestiae repellendus consectetur odio tempora odit praesentium maiores iste dolor.
1018,14,2025-09-24,Mobile equipment,Day,Processing plant,High,False,Rem officia placeat nisi aliquam odit quibusdam beatae officia excepturi assumenda laborum ea dolor delectus ratione placeat libero officiis.
1019,14,2025-03-08,Mobile equipment,Afternoon,Haul road,High,False,Atque itaque officiis ex laudantium consectetur velit pariatur quia aliquam quibusdam sequi.
1020,14,2024-02-12,Explosives,Afternoon,Haul road,Medium,False,Corporis alias labore pariatur natus maiores nobis ad nobis officia et vero voluptas.
1021,14,2023-08-07,Mobile equipment,Day,Underground,Medium,False,Asperiores natus autem non ex rerum libero repudiandae accusantium ut molestiae soluta amet blanditiis qui fuga.
1022,14,2024-04-12,Mobile equipment,Night,Camp,Medium,False,Perferendis quasi exercitationem eum assumenda adipisci libero enim sint praesentium iste modi quidem rem hic modi officiis.
1023,14,2025-12-22,Explosives,Afternoon,Processing plant,Medium,False,Doloribus quis officiis autem enim exercitationem rem fugit tenetur repudiandae optio.
1024,14,2024-06-14,Ground fall,Day,Processing plant,High,True,Beatae ratione harum eaque enim voluptatum corporis nisi totam numquam dolor perferendis autem quas.
1025,14,2025-10-16,Manual handling,Night,Workshop,Medium,True,A similique quas corporis magni mollitia distinctio atque itaque possimus omnis eum odio consequatur id.
1026,14,2024-10-23,Ground fall,Day,Open pit,Low,True,Libero hic maxime natus sint quidem possimus aliquam dignissimos velit tempore maiores similique.
1027,14,2023-09-16,Electrical,Afternoon,Camp,Low,True,Saepe accusantium voluptas natus possimus molestiae aperiam assumenda quae mollitia velit earum corporis id dignissimos.
1028,14,2024-07-02,Ground fall,Day,Underground,High,True,Ipsa dolores doloremque rerum soluta repellat vero ducimus.
1029,14,2023-12-15,Explosives,Afternoon,Open pit,Low,True,Repellat reiciendis ipsam impedit earum laudantium deserunt ut odit reprehenderit aut consequatur nihil dolorum.
1030,14,2024-06-30,Mobile equipment,Afternoon,Open pit,High,True,Suscipit beatae sequi quas eaque architecto nisi voluptate placeat rerum quos dicta cumque eligendi amet aut magnam illo.
1031,14,2023-12-30,Fall from height,Afternoon,Haul road,High,True,Corporis suscipit sapiente quae fugiat dolore minima adipisci sed harum vel.
1032,14,2024-03-08,Fall from height,Afternoon,Processing plant,Medium,False,Sapiente ab recusandae natus sed occaecati alias harum ipsa dolore fugiat soluta magnam.
1033,14,2025-12-26,Mobile equipment,Night,Camp,Medium,True,Repellat officia ipsa fugiat aliquid commodi mollitia vitae.
1034,14,2024-05-08,Mobile equipment,Night,Underground,Medium,False,Dicta corrupti mollitia delectus quia dolore illum at cumque nemo vero placeat inventore inventore unde.
1035,14,2024-11-01,Hazardous substances,Afternoon,Camp,Medium,False,Blanditiis dolore incidunt vitae facere inventore dignissimos possimus corporis fugit dolores tempora nam.
1036,14,2024-02-21,Ground fall,Day,Underground,Medium,True,Maxime commodi alias quos aspernatur ad repudiandae necessitatibus.
1037,14,2024-11-05,Hazardous substances,Afternoon,Underground,Low,True,Illo officiis rerum est eos qui deleniti nostrum nulla laboriosam ipsa minima aliquam facere quibusdam.
1038,14,2025-10-25,Electrical,Day,Camp,High,True,Laboriosam ullam a perferendis quidem aut quae iure odit modi error sed iste voluptates officiis nihil veniam.
1039,14,2024-09-02,Explosives,Day,Open pit,Low,True,Ipsam molestias voluptate iste eveniet dicta deleniti fuga quaerat illo alias dolores cupiditate est repudiandae.
1040,14,2024-06-19,Fall from height,Night,Open pit,High,False,Quas quas beatae voluptate ipsam impedit dolore veritatis quaerat error impedit magnam quasi.
1041,14,2023-09-07,Fall from height,Day,Workshop,High,True,Perferendis vitae ab quam ullam repudiandae maiores debitis ullam aperiam facilis nihil enim sint ipsam placeat aperiam eos deleniti.
1042,14,2024-06-08,Hazardous substances,Night,Underground,Medium,False,Eveniet labore aspernatur tenetur id excepturi nesciunt officiis omnis eum.
1043,14,2025-04-25,Mobile equipment,Day,Camp,High,False,Beatae eveniet excepturi aut facere quos laudantium hic odit deleniti occaecati voluptates alias voluptates consequuntur quod dolores veritatis.
1044,14,2024-06-14,Mobile equipment,Night,Underground,Medium,False,Expedita laborum expedita veniam pariatur excepturi repellat odio consequuntur voluptatum ducimus totam dolorem eos aut nostrum modi aliquam consequuntur.
1045,14,2023-07-07,Mobile equipment,Day,Camp,Medium,True,Ullam quis ab voluptatem nihil doloribus magnam dolore fugit temporibus tenetur nobis perferendis.
1046,14,2024-11-07,Explosives,Afternoon,Workshop,Medium,False,Iure quod corrupti quo eum consectetur maxime possimus soluta nostrum laudantium ut voluptatum nostrum quibusdam.
1047,14,2024-08-25,Mobile equipment,Afternoon,Haul road,High,False,Ratione consectetur veniam iure magni doloremque quasi ut ratione at reprehenderit natus.
1048,14,2025-06-26,Mobile equipment,Afternoon,Underground,High,True,Vel beatae cum eum odit ipsam reiciendis iste saepe exercitationem quae.
1049,14,2025-07-04,Mobile equipment,Night,Open pit,High,False,Earum labore facilis hic impedit corrupti quia corporis modi minus assumenda sequi.
1050,14,2026-04-10,Mobile equipment,Night,Haul road,Low,True,Blanditiis ratione quia omnis est accusantium dolorem sint perspiciatis.
1051,14,2026-02-01,Mobile equipment,Night,Underground,High,False,Esse dignissimos ex praesentium sapiente soluta consequatur sequi.
1052,14,2023-12-22,Manual handling,Night,Workshop,Low,True,Provident nulla sit nostrum ducimus officia totam distinctio numquam repellat laboriosam nemo in unde quam.
1053,14,2026-04-02,Mobile equipment,Day,Underground,Medium,True,A esse quo autem facilis exercitationem exercitationem odit laborum fugiat culpa.
1054,14,2025-08-01,Hazardous substances,Night,Haul road,Low,True,Cupiditate vero quo quod quae ratione odit ut explicabo officiis earum sint repellendus cum iure veniam necessitatibus nobis beatae.
1055,14,2025-12-12,Mobile equipment,Day,Underground,High,True,Adipisci iure quam dolorum consequatur tempore explicabo quod.
1056,14,2023-07-07,Explosives,Day,Open pit,High,False,Ut adipisci temporibus distinctio ab ipsum beatae totam adipisci sint laudantium aut corporis voluptates commodi culpa.
1057,14,2023-11-30,Explosives,Night,Haul road,Low,False,Architecto doloribus quos debitis alias provident libero eaque sunt fugiat natus explicabo natus maxime vitae possimus.
1058,14,2025-07-21,Ground fall,Night,Underground,Low,True,Esse ratione doloribus sint consectetur repudiandae sunt ullam praesentium saepe nihil quisquam.
1059,14,2026-04-08,Mobile equipment,Afternoon,Camp,Low,True,Reprehenderit temporibus repellendus odio iste corporis vitae cum distinctio suscipit tempora sequi natus sapiente culpa.
1060,14,2024-08-23,Mobile equipment,Afternoon,Processing plant,Medium,True,Ipsum facere modi repellendus nemo est maiores ipsa facilis laborum.
1061,14,2023-11-27,Mobile equipment,Night,Workshop,High,False,Porro error reprehenderit quis adipisci illum delectus explicabo iure quos ex labore voluptatibus non impedit odio eos in esse.
1062,14,2024-05-13,Ground fall,Afternoon,Processing plant,Low,True,Occaecati numquam libero vel aliquam necessitatibus minus expedita tempora quia illo beatae perspiciatis modi.
1063,14,2024-05-09,Fall from height,Afternoon,Processing plant,High,False,Iusto itaque harum aspernatur asperiores quam deserunt dolorem quam.
1064,14,2025-05-14,Fall from height,Night,Open pit,Low,False,Eius impedit adipisci voluptatum molestiae tenetur ipsam harum non ipsum saepe.
1065,14,2026-05-16,Fall from height,Night,Workshop,Low,True,Ducimus inventore accusantium saepe alias veniam repellendus expedita autem suscipit sapiente mollitia veritatis iure vitae officiis quisquam.
1066,14,2024-07-27,Fall from height,Afternoon,Open pit,Low,True,Ipsum sint quisquam repudiandae ut voluptates beatae quae maxime facere placeat odio repellat quia consectetur voluptate rem itaque nostrum.
1067,14,2024-04-12,Mobile equipment,Night,Haul road,Medium,False,Adipisci distinctio libero possimus sapiente magni accusamus explicabo soluta blanditiis molestiae nam corporis.
1068,14,2023-10-07,Explosives,Day,Workshop,High,False,Sit illum recusandae itaque inventore laudantium tempore atque occaecati unde minus consequatur iusto voluptatum facere soluta consectetur consequatur.
1069,14,2025-03-26,Ground fall,Night,Haul road,Low,True,Aperiam sed sit quod ullam sint totam illum deleniti laborum velit rem temporibus illum dignissimos nisi voluptates qui perferendis.
1070,14,2025-09-17,Ground fall,Night,Open pit,Low,False,Officia doloribus ipsam tempore occaecati illum nam error repellendus cum provident impedit porro hic.
1071,14,2024-04-06,Mobile equipment,Night,Open pit,High,True,Libero ipsam doloremque quasi corrupti vero minima impedit accusamus delectus nemo cupiditate non magni eveniet.
1072,14,2024-07-12,Ground fall,Day,Processing plant,High,False,Doloribus distinctio minus atque quisquam quod eligendi explicabo odio cupiditate officia porro quis unde.
1073,14,2025-05-16,Fall from height,Night,Workshop,High,False,Voluptatibus sapiente laboriosam quas nesciunt minus sequi quos fugiat.
1074,14,2025-09-06,Mobile equipment,Day,Camp,High,False,Amet recusandae esse magni vel maxime voluptas adipisci unde sint id eos mollitia.
1075,14,2024-03-31,Fall from height,Afternoon,Underground,Low,False,Amet delectus saepe dolorum voluptate repellat consectetur rerum amet eius id delectus.
1076,14,2026-02-10,Hazardous substances,Day,Underground,Low,False,Corporis asperiores possimus voluptatem optio corrupti alias alias est pariatur laudantium inventore harum ducimus nesciunt molestias voluptatum et quaerat.
1077,14,2025-06-12,Manual handling,Day,Workshop,High,True,Repudiandae quasi cum voluptate maiores nostrum assumenda excepturi hic in atque tempore reprehenderit.
1078,14,2025-11-28,Electrical,Night,Processing plant,Low,False,Atque eius dolores qui voluptatibus nisi debitis molestias officiis explicabo modi itaque exercitationem reprehenderit nesciunt voluptatibus.
1079,14,2023-07-23,Ground fall,Day,Underground,High,True,Alias provident possimus nemo tempore veritatis perferendis enim.
1080,14,2024-12-31,Ground fall,Day,Camp,High,True,Officiis iure aperiam molestias eos laudantium provident ex beatae distinctio iste deleniti quidem.
1081,14,2024-11-12,Explosives,Night,Haul road,High,False,Excepturi provident reprehenderit asperiores minima odit ab odit repellat esse animi animi quos deleniti deserunt repudiandae blanditiis nam.
1082,14,2026-01-06,Fall from height,Day,Processing plant,Low,False,At sapiente harum veritatis veritatis excepturi suscipit laboriosam totam iusto.
1083,14,2025-04-18,Mobile equipment,Night,Haul road,Low,True,Maxime repellat fugit minima id at corrupti explicabo consectetur facilis sapiente eum.
1084,14,2024-10-24,Fall from height,Day,Open pit,High,False,Asperiores quod non perferendis omnis ullam velit eaque nihil enim eligendi voluptatem.
1085,14,2023-08-28,Manual handling,Day,Underground,High,False,Minus nesciunt nisi sapiente asperiores sint pariatur ipsum aliquid cumque nulla iste iure voluptatem accusamus illum neque aliquam.
1086,14,2024-09-01,Ground fall,Day,Underground,Medium,True,Aut culpa at deserunt beatae cumque vel ad beatae ducimus odit labore excepturi mollitia at ipsam tempore.
1087,14,2025-08-06,Fall from height,Night,Underground,Low,True,Labore nostrum sequi suscipit eligendi quod eaque id non reprehenderit.
1088,14,2024-06-07,Ground fall,Night,Camp,Medium,False,Aperiam optio consequuntur facere voluptatem a a nobis ipsam eum aut expedita explicabo illo ad voluptas ratione.
1089,14,2024-02-07,Mobile equipment,Night,Underground,Low,True,Consectetur accusamus facere in iste dolores ad veritatis fugit inventore perferendis explicabo at deserunt minima iste.
1090,14,2023-06-15,Fall from height,Night,Camp,Low,True,Fuga omnis molestiae voluptates neque officia labore pariatur incidunt hic velit expedita sapiente aliquid.
1091,14,2024-10-12,Ground fall,Afternoon,Open pit,Low,True,Autem aspernatur nam quia eaque mollitia fugit laudantium in.
1092,14,2023-09-13,Ground fall,Night,Camp,Low,False,Voluptatem voluptates similique eos tempora occaecati non est.
1093,14,2024-04-23,Ground fall,Afternoon,Camp,High,False,Corporis voluptatum iusto eius provident ipsa assumenda natus magnam dicta ullam perspiciatis iusto error odio illum.
1094,14,2025-05-23,Hazardous substances,Day,Haul road,High,True,Necessitatibus voluptatem adipisci tenetur aperiam voluptatibus nesciunt id assumenda repudiandae.
1095,14,2024-10-03,Ground fall,Night,Underground,Medium,False,Quam ad ducimus doloribus libero exercitationem eius libero aut perferendis sunt vero.
1096,14,2025-05-21,Mobile equipment,Night,Open pit,High,True,Dicta dolore quis nisi aut modi dignissimos rem cumque magni beatae sit totam deleniti quasi.
1097,14,2025-01-18,Mobile equipment,Night,Processing plant,High,True,Illum magnam consectetur aliquid sit minima officia aliquid harum labore ad nemo a eius corrupti omnis tempore.
1098,14,2025-02-19,Ground fall,Afternoon,Underground,Low,True,Nemo nam expedita veniam alias rem voluptas quis quam illum perspiciatis animi.
1099,15,2025-06-30,Ground fall,Night,Camp,Medium,True,Doloribus expedita tenetur modi laudantium esse necessitatibus iusto voluptas voluptatem culpa animi sint ab.
